soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
41-3041.00,Travel Agents,Staff Travel Agent,Konsultan Perjalanan;Biro Perjalanan Wisata,umum,,E-commerce & Perdagangan,3,E,"Plan and sell transportation and accommodations for customers. Determine destination, modes of transportation, travel dates, costs, and accommodations required. May also describe, plan, and arrange itineraries and sell tour packages. May assist in resolving clients' travel problems."
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales Perwakilan Jasa (Umum),,tidak_relevan,Definisi O*NET justru mengecualikan jasa keuangan; tidak spesifik ke perbankan/fintech.,E-commerce & Perdagangan,2,E,Sell services to individuals or businesses. May describe options or resolve client problems.
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Technical Sales Representative,Sales Engineer;Sales Teknikal,terbatas,"Niche, biasanya untuk alat lab/medis/industri, bukan pola umum e-commerce",E-commerce & Perdagangan,4,E,"Sell goods for wholesalers or manufacturers where technical or scientific knowledge is required in such areas as biology, engineering, chemistry, and electronics, normally obtained from at least 2 years of postsecondary education."
41-4011.07,Solar Sales Representatives and Assessors,Sales Solar Panel,Sales PLTS;Solar Consultant,terbatas,"Pasar masih berkembang di Indonesia, belum sebesar di AS",E-commerce & Perdagangan|Energi & Pertambangan,3,E,"Contact new or existing customers to determine their solar equipment needs, suggest systems or equipment, or estimate costs."
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales Representative,Sales Grosir;Sales Distributor,umum,,E-commerce & Perdagangan,4,E,Sell goods for wholesalers or manufacturers to businesses or groups of individuals. Work requires substantial knowledge of items sold.
41-9011.00,Demonstrators and Product Promoters,SPG/SPB,Sales Promotion Girl/Boy;Product Demonstrator,umum,,E-commerce & Perdagangan,2,E,Demonstrate merchandise and answer questions for the purpose of creating public interest in buying the product. May sell demonstrated merchandise.
41-9012.00,Models,Model,Model Fashion;Talent,terbatas,Relevan untuk industri fashion e-commerce (katalog/live shopping) tapi bukan peran inti e-commerce,E-commerce & Perdagangan,2,A,"Model garments or other apparel and accessories for prospective buyers at fashion shows, private showings, or retail establishments. May pose for photos to be used in magazines or advertisements. May pose as subject for paintings, sculptures, and other types of artistic expression."
41-9021.00,Real Estate Brokers,Broker Properti,Agen Properti Senior,umum,,E-commerce & Perdagangan,4,E,"Operate real estate office, or work for commercial real estate firm, overseeing real estate transactions. Other duties usually include selling real estate or renting properties and arranging loans."
41-9022.00,Real Estate Sales Agents,Agen Properti,Real Estate Agent,umum,,E-commerce & Perdagangan,3,E,"Rent, buy, or sell property for clients. Perform duties such as study property listings, interview prospective clients, accompany clients to property site, discuss conditions of sale, and draw up real estate contracts. Includes agents who represent buyer."
41-9031.00,Sales Engineers,Sales Engineer,,umum,,E-commerce & Perdagangan,4,E,"Sell business goods or services, the selling of which requires a technical background equivalent to a baccalaureate degree in engineering."
41-9041.00,Telemarketers,Telemarketing,Staff Telemarketing,umum,,E-commerce & Perdagangan,2,E,Solicit donations or orders for goods or services over the telephone.
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales Door-to-Door,Pedagang Asongan;Sales Kanvas Langsung,terbatas,Campuran konsep AS (street vendor) dan direct selling Indonesia; padanan tidak 1:1,E-commerce & Perdagangan,2,E,Sell goods or services door-to-door or on the street.
41-9099.00,"Sales and Related Workers, All Other",Tenaga Penjualan Lainnya,Sales Umum,umum,"Kategori catch-all O*NET, tidak merujuk satu peran spesifik",E-commerce & Perdagangan,,,All sales and related workers not listed separately.
43-3071.00,Tellers,Teller,,umum,,Perbankan & Fintech,2,C,Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.
43-3099.00,"Financial Clerks, All Other",Staf Administrasi Keuangan (Lainnya),,terbatas,Kategori catch-all O*NET tanpa deskripsi spesifik.,Perbankan & Fintech,,,All financial clerks not listed separately.
43-4041.00,"Credit Authorizers, Checkers, and Clerks",Verifikator Kredit,Credit Checker;Staf Otorisasi Kredit,umum,,Perbankan & Fintech,2,C,"Authorize credit charges against customers' accounts. Investigate history and credit standing of individuals or business establishments applying for credit. May interview applicants to obtain personal and financial data, determine credit worthiness, process applications, and notify customers of acce"
43-4051.00,Customer Service Representatives,Customer Service,CS;Customer Service Representative,umum,,E-commerce & Perdagangan,2,C,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support."
43-4131.00,Loan Interviewers and Clerks,Admin Kredit / Staf Wawancara Pinjaman,Loan Processor,umum,,Perbankan & Fintech,3,C,"Interview loan applicants to elicit information; investigate applicants' backgrounds and verify references; prepare loan request papers; and forward findings, reports, and documents to appraisal department. Review loan papers to ensure completeness, and complete transactions between loan establishme"
43-4151.00,Order Clerks,Admin Order,Staff Pemrosesan Pesanan;Order Processing,umum,,E-commerce & Perdagangan,2,C,"Receive and process incoming orders for materials, merchandise, classified ads, or services such as repairs, installations, or rental of facilities. Generally receives orders via mail, phone, fax, or other electronic means. Duties include informing customers of receipt, prices, shipping dates, and d"
43-5011.00,Cargo and Freight Agents,Staff Cargo,Petugas Ekspedisi;Cargo Agent,umum,,E-commerce & Perdagangan,2,C,"Expedite and route movement of incoming and outgoing cargo and freight shipments in airline, train, and trucking terminals and shipping docks. Take orders from customers and arrange pickup of freight and cargo for delivery to loading platform. Prepare and examine bills of lading to determine shippin"
43-5011.01,Freight Forwarders,Staff Freight Forwarding,Freight Forwarder,umum,,E-commerce & Perdagangan,2,C,"Research rates, routings, or modes of transport for shipment of products. Maintain awareness of regulations affecting the international movement of cargo. Make arrangements for additional services, such as storage or inland transportation."
43-5021.00,Couriers and Messengers,Kurir,Messenger;Office Boy Pengantar,umum,,E-commerce & Perdagangan,2,C,"Pick up and deliver messages, documents, packages, and other items between offices or departments within an establishment or directly to other business concerns, traveling by foot, bicycle, motorcycle, automobile, or public conveyance."
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Dispatcher,Staff Pengatur Armada;Koordinator Armada,terbatas,Ada di perusahaan logistik/transportasi tapi jarang jadi titel berdiri sendiri,E-commerce & Perdagangan,2,C,"Schedule and dispatch workers, work crews, equipment, or service vehicles for conveyance of materials, freight, or passengers, or for normal installation, service, or emergency repairs rendered outside the place of business. Duties may include using radio, telephone, or computer to transmit assignme"
43-5041.00,"Meter Readers, Utilities",Petugas Pencatat Meter,Meter Reader;Petugas Cater (PLN/PDAM),terbatas,Nyata ada (PLN/PDAM) tapi bukan bagian e-commerce dan kian tergantikan meter digital,E-commerce & Perdagangan,2,C,"Read meter and record consumption of electricity, gas, water, or steam."
43-5051.00,Postal Service Clerks,Staff Loket Pos,Petugas Pos Indonesia,terbatas,"Spesifik ke PT Pos Indonesia (BUMN), tidak lazim di perusahaan swasta lain",E-commerce & Perdagangan,2,C,"Perform any combination of tasks in a United States Postal Service (USPS) post office, such as receive letters and parcels; sell postage and revenue stamps, postal cards, and stamped envelopes; fill out and sell money orders; place mail in pigeon holes of mail rack or in bags; and examine mail for c"
43-5052.00,Postal Service Mail Carriers,Tukang Pos,Kurir Pos;Pak Pos,terbatas,Spesifik PT Pos Indonesia; untuk swasta istilahnya menyatu dengan Kurir umum,E-commerce & Perdagangan,2,C,Sort and deliver mail for the United States Postal Service (USPS). Deliver mail on established route by vehicle or on foot. Includes postal service mail carriers employed by USPS contractors.
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Staff Sortir Pos,Operator Sortir Surat/Paket,terbatas,Spesifik PT Pos Indonesia; di ekspedisi swasta melebur ke Staff Gudang/Sortir,E-commerce & Perdagangan,2,C,"Prepare incoming and outgoing mail for distribution for the United States Postal Service (USPS). Examine, sort, and route mail. Load, operate, and occasionally adjust and repair mail processing, sorting, and canceling machinery. Keep records of shipments, pouches, and sacks, and perform other duties"
43-5061.00,"Production, Planning, and Expediting Clerks",Staff PPIC,PPIC (Production Planning and Inventory Control);Admin Produksi,umum,,E-commerce & Perdagangan,2,C,"Coordinate and expedite the flow of work and materials within or between departments of an establishment according to production schedule. Duties include reviewing and distributing production, work, and shipment schedules; conferring with department supervisors to determine progress of work and comp"
43-5071.00,"Shipping, Receiving, and Inventory Clerks",Staff Gudang,Admin Logistik;Staff Inbound/Outbound,umum,,E-commerce & Perdagangan,2,C,Verify and maintain records on incoming and outgoing shipments involving inventory. Duties include verifying and recording incoming merchandise or material and arranging for the transportation of products. May prepare items for shipment.
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Checker Gudang,Staff Timbang;Quality Checker Gudang,terbatas,"Perlu verifikasi; biasanya melebur ke tugas Staff Gudang, jarang jadi titel terpisah",E-commerce & Perdagangan,2,C,"Weigh, measure, and check materials, supplies, and equipment for the purpose of keeping relevant records. Duties are primarily clerical by nature. Includes workers who collect and keep record of samples of products or materials."
47-1011.03,Solar Energy Installation Managers,Manajer Instalasi PLTS,Solar Energy Installation Manager,terbatas,"peran manajerial khusus ini masih belum umum sebagai jabatan berdiri sendiri, meski instalasi PLTS berkembang cepat",Energi & Pertambangan,3,R,Direct work crews installing residential or commercial solar photovoltaic or thermal systems.
47-2152.04,Solar Thermal Installers and Technicians,Teknisi Instalasi Pemanas Air Tenaga Surya,Solar Thermal Installer;Solar Thermal Technician,terbatas,pasar solar thermal (water heater) jauh lebih kecil dibanding solar PV di Indonesia,Energi & Pertambangan,3,R,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use."
